family,run_id,base_policy,classcond_policy,threshold_policy,source_quantile,proxy_quantile,correct_source_only,source_calibration_count,proxy_calibration_count,unknown_FAR,passes_unknown_far_target,known_closed_accuracy_no_reject,known_full_accuracy_after_reject,old_drop_pp_vs_closed,passes_old_drop_target,passes_dual_target,known_coverage,known_accepted_accuracy,known_query_count,unknown_query_count
satrepair9,phase1_adv3b02_satrepair9_rx20_1_u10_20260702,SATREPAIR9_LIN_PROXY05,SATREPAIR9_LIN_PROXY05_CLASSCOND_proxy_class_far_sq0p999_pq0p02_cor1,proxy_class_far,0.999,0.02,True,403,3200,0.037383176386356354,True,0.2941666666666667,0.02666666666666667,26.75,False,False,0.06166666666666667,0.43243243243243246,1200,321
satrepair9,phase1_adv3b02_satrepair9_rx20_1_u10_20260702,SATREPAIR9_LIN_PROXY05,SATREPAIR9_LIN_PROXY05_CLASSCOND_proxy_class_far_sq0p999_pq0p05_cor0,proxy_class_far,0.999,0.05,False,1200,3200,0.06542056053876877,False,0.2941666666666667,0.049166666666666664,24.500000000000004,False,False,0.11833333333333333,0.4154929577464789,1200,321
satrepair9,phase1_adv3b02_satrepair9_rx20_1_u10_20260702,SATREPAIR9_LIN_PROXY05,SATREPAIR9_LIN_PROXY05_CLASSCOND_proxy_class_far_sq0p999_pq0p05_cor1,proxy_class_far,0.999,0.05,True,403,3200,0.06542056053876877,False,0.2941666666666667,0.049166666666666664,24.500000000000004,False,False,0.11833333333333333,0.4154929577464789,1200,321
satrepair9,phase1_adv3b02_satrepair9_rx20_1_u10_20260702,SATREPAIR9_LIN_PROXY05,SATREPAIR9_LIN_PROXY05_CLASSCOND_proxy_class_far_sq0p999_pq0p10_cor0,proxy_class_far,0.999,0.1,False,1200,3200,0.08411215245723724,False,0.2941666666666667,0.07083333333333333,22.333333333333336,False,False,0.1925,0.36796536796536794,1200,321
satrepair9,phase1_adv3b02_satrepair9_rx20_1_u10_20260702,SATREPAIR9_LIN_PROXY05,SATREPAIR9_LIN_PROXY05_CLASSCOND_proxy_class_far_sq0p999_pq0p10_cor1,proxy_class_far,0.999,0.1,True,403,3200,0.08411215245723724,False,0.2941666666666667,0.07083333333333333,22.333333333333336,False,False,0.1925,0.36796536796536794,1200,321
satrepair9,phase1_adv3b02_satrepair9_rx20_1_u10_20260702,SATREPAIR9_LIN_PROXY05,SATREPAIR9_LIN_PROXY05_CLASSCOND_proxy_class_far_sq1p000_pq0p02_cor0,proxy_class_far,1.0,0.02,False,1200,3200,0.037383176386356354,True,0.2941666666666667,0.02666666666666667,26.75,False,False,0.06166666666666667,0.43243243243243246,1200,321
satrepair9,phase1_adv3b02_satrepair9_rx20_1_u10_20260702,SATREPAIR9_LIN_PROXY05,SATREPAIR9_LIN_PROXY05_CLASSCOND_proxy_class_far_sq1p000_pq0p02_cor1,proxy_class_far,1.0,0.02,True,403,3200,0.037383176386356354,True,0.2941666666666667,0.02666666666666667,26.75,False,False,0.06166666666666667,0.43243243243243246,1200,321
satrepair9,phase1_adv3b02_satrepair9_rx20_1_u10_20260702,SATREPAIR9_LIN_PROXY05,SATREPAIR9_LIN_PROXY05_CLASSCOND_proxy_class_far_sq1p000_pq0p05_cor0,proxy_class_far,1.0,0.05,False,1200,3200,0.06542056053876877,False,0.2941666666666667,0.049166666666666664,24.500000000000004,False,False,0.11833333333333333,0.4154929577464789,1200,321
satrepair9,phase1_adv3b02_satrepair9_rx20_1_u10_20260702,SATREPAIR9_LIN_PROXY05,SATREPAIR9_LIN_PROXY05_CLASSCOND_proxy_class_far_sq1p000_pq0p05_cor1,proxy_class_far,1.0,0.05,True,403,3200,0.06542056053876877,False,0.2941666666666667,0.049166666666666664,24.500000000000004,False,False,0.11833333333333333,0.4154929577464789,1200,321
satrepair9,phase1_adv3b02_satrepair9_rx20_1_u10_20260702,SATREPAIR9_LIN_PROXY05,SATREPAIR9_LIN_PROXY05_CLASSCOND_proxy_class_far_sq1p000_pq0p10_cor0,proxy_class_far,1.0,0.1,False,1200,3200,0.08411215245723724,False,0.2941666666666667,0.07083333333333333,22.333333333333336,False,False,0.1925,0.36796536796536794,1200,321
satrepair9,phase1_adv3b02_satrepair9_rx20_1_u10_20260702,SATREPAIR9_LIN_PROXY05,SATREPAIR9_LIN_PROXY05_CLASSCOND_proxy_class_far_sq1p000_pq0p10_cor1,proxy_class_far,1.0,0.1,True,403,3200,0.08411215245723724,False,0.2941666666666667,0.07083333333333333,22.333333333333336,False,False,0.1925,0.36796536796536794,1200,321
satrepair9,phase1_adv3b02_satrepair9_rx20_1_u10_20260702,SATREPAIR9_LIN_PROXY05,SATREPAIR9_LIN_PROXY05_CLASSCOND_source_class_accept_sq0p999_pq0p02_cor0,source_class_accept,0.999,0.02,False,1200,3200,0.9563862681388855,False,0.2941666666666667,0.29,0.41666666666667074,True,False,0.9625,0.3012987012987013,1200,321
satrepair9,phase1_adv3b02_satrepair9_rx20_1_u10_20260702,SATREPAIR9_LIN_PROXY05,SATREPAIR9_LIN_PROXY05_CLASSCOND_source_class_accept_sq0p999_pq0p02_cor1,source_class_accept,0.999,0.02,True,403,3200,0.9190031290054321,False,0.2941666666666667,0.28583333333333333,0.8333333333333359,True,False,0.9516666666666667,0.30035026269702275,1200,321
satrepair9,phase1_adv3b02_satrepair9_rx20_1_u10_20260702,SATREPAIR9_LIN_PROXY05,SATREPAIR9_LIN_PROXY05_CLASSCOND_source_class_accept_sq0p999_pq0p05_cor0,source_class_accept,0.999,0.05,False,1200,3200,0.9563862681388855,False,0.2941666666666667,0.29,0.41666666666667074,True,False,0.9625,0.3012987012987013,1200,321
satrepair9,phase1_adv3b02_satrepair9_rx20_1_u10_20260702,SATREPAIR9_LIN_PROXY05,SATREPAIR9_LIN_PROXY05_CLASSCOND_source_class_accept_sq0p999_pq0p05_cor1,source_class_accept,0.999,0.05,True,403,3200,0.9190031290054321,False,0.2941666666666667,0.28583333333333333,0.8333333333333359,True,False,0.9516666666666667,0.30035026269702275,1200,321
satrepair9,phase1_adv3b02_satrepair9_rx20_1_u10_20260702,SATREPAIR9_LIN_PROXY05,SATREPAIR9_LIN_PROXY05_CLASSCOND_source_class_accept_sq0p999_pq0p10_cor0,source_class_accept,0.999,0.1,False,1200,3200,0.9563862681388855,False,0.2941666666666667,0.29,0.41666666666667074,True,False,0.9625,0.3012987012987013,1200,321
satrepair9,phase1_adv3b02_satrepair9_rx20_1_u10_20260702,SATREPAIR9_LIN_PROXY05,SATREPAIR9_LIN_PROXY05_CLASSCOND_source_class_accept_sq0p999_pq0p10_cor1,source_class_accept,0.999,0.1,True,403,3200,0.9190031290054321,False,0.2941666666666667,0.28583333333333333,0.8333333333333359,True,False,0.9516666666666667,0.30035026269702275,1200,321
satrepair9,phase1_adv3b02_satrepair9_rx20_1_u10_20260702,SATREPAIR9_LIN_PROXY05,SATREPAIR9_LIN_PROXY05_CLASSCOND_source_class_accept_sq1p000_pq0p02_cor0,source_class_accept,1.0,0.02,False,1200,3200,0.9595015645027161,False,0.2941666666666667,0.29,0.41666666666667074,True,False,0.9641666666666666,0.30077787381158166,1200,321
satrepair9,phase1_adv3b02_satrepair9_rx20_1_u10_20260702,SATREPAIR9_LIN_PROXY05,SATREPAIR9_LIN_PROXY05_CLASSCOND_source_class_accept_sq1p000_pq0p02_cor1,source_class_accept,1.0,0.02,True,403,3200,0.9252336621284485,False,0.2941666666666667,0.28583333333333333,0.8333333333333359,True,False,0.9533333333333334,0.29982517482517484,1200,321
satrepair9,phase1_adv3b02_satrepair9_rx20_1_u10_20260702,SATREPAIR9_LIN_PROXY05,SATREPAIR9_LIN_PROXY05_CLASSCOND_source_class_accept_sq1p000_pq0p05_cor0,source_class_accept,1.0,0.05,False,1200,3200,0.9595015645027161,False,0.2941666666666667,0.29,0.41666666666667074,True,False,0.9641666666666666,0.30077787381158166,1200,321
satrepair9,phase1_adv3b02_satrepair9_rx20_1_u10_20260702,SATREPAIR9_LIN_PROXY05,SATREPAIR9_LIN_PROXY05_CLASSCOND_source_class_accept_sq1p000_pq0p05_cor1,source_class_accept,1.0,0.05,True,403,3200,0.9252336621284485,False,0.2941666666666667,0.28583333333333333,0.8333333333333359,True,False,0.9533333333333334,0.29982517482517484,1200,321
satrepair9,phase1_adv3b02_satrepair9_rx20_1_u10_20260702,SATREPAIR9_LIN_PROXY05,SATREPAIR9_LIN_PROXY05_CLASSCOND_source_class_accept_sq1p000_pq0p10_cor0,source_class_accept,1.0,0.1,False,1200,3200,0.9595015645027161,False,0.2941666666666667,0.29,0.41666666666667074,True,False,0.9641666666666666,0.30077787381158166,1200,321
satrepair9,phase1_adv3b02_satrepair9_rx20_1_u10_20260702,SATREPAIR9_LIN_PROXY05,SATREPAIR9_LIN_PROXY05_CLASSCOND_source_class_accept_sq1p000_pq0p10_cor1,source_class_accept,1.0,0.1,True,403,3200,0.9252336621284485,False,0.2941666666666667,0.28583333333333333,0.8333333333333359,True,False,0.9533333333333334,0.29982517482517484,1200,321
satrepair9,phase1_adv3b02_satrepair9_rx20_1_u10_20260702,SATREPAIR9_LIN_SRC9999,SATREPAIR9_LIN_SRC9999_CLASSCOND_min_class_source_proxy_sq0p999_pq0p02_cor0,min_class_source_proxy,0.999,0.02,False,1200,3200,0.037383176386356354,True,0.2941666666666667,0.02666666666666667,26.75,False,False,0.06166666666666667,0.43243243243243246,1200,321
satrepair9,phase1_adv3b02_satrepair9_rx20_1_u10_20260702,SATREPAIR9_LIN_SRC9999,SATREPAIR9_LIN_SRC9999_CLASSCOND_min_class_source_proxy_sq0p999_pq0p02_cor1,min_class_source_proxy,0.999,0.02,True,403,3200,0.037383176386356354,True,0.2941666666666667,0.02666666666666667,26.75,False,False,0.06166666666666667,0.43243243243243246,1200,321
satrepair9,phase1_adv3b02_satrepair9_rx20_1_u10_20260702,SATREPAIR9_LIN_SRC9999,SATREPAIR9_LIN_SRC9999_CLASSCOND_min_class_source_proxy_sq0p999_pq0p05_cor0,min_class_source_proxy,0.999,0.05,False,1200,3200,0.06542056053876877,False,0.2941666666666667,0.049166666666666664,24.500000000000004,False,False,0.1175,0.41843971631205673,1200,321
satrepair9,phase1_adv3b02_satrepair9_rx20_1_u10_20260702,SATREPAIR9_LIN_SRC9999,SATREPAIR9_LIN_SRC9999_CLASSCOND_min_class_source_proxy_sq0p999_pq0p05_cor1,min_class_source_proxy,0.999,0.05,True,403,3200,0.06542056053876877,False,0.2941666666666667,0.049166666666666664,24.500000000000004,False,False,0.1175,0.41843971631205673,1200,321
satrepair9,phase1_adv3b02_satrepair9_rx20_1_u10_20260702,SATREPAIR9_LIN_SRC9999,SATREPAIR9_LIN_SRC9999_CLASSCOND_min_class_source_proxy_sq0p999_pq0p10_cor0,min_class_source_proxy,0.999,0.1,False,1200,3200,0.08411215245723724,False,0.2941666666666667,0.07083333333333333,22.333333333333336,False,False,0.19083333333333333,0.37117903930131,1200,321
satrepair9,phase1_adv3b02_satrepair9_rx20_1_u10_20260702,SATREPAIR9_LIN_SRC9999,SATREPAIR9_LIN_SRC9999_CLASSCOND_min_class_source_proxy_sq0p999_pq0p10_cor1,min_class_source_proxy,0.999,0.1,True,403,3200,0.08411215245723724,False,0.2941666666666667,0.07083333333333333,22.333333333333336,False,False,0.19083333333333333,0.37117903930131,1200,321
satrepair9,phase1_adv3b02_satrepair9_rx20_1_u10_20260702,SATREPAIR9_LIN_SRC9999,SATREPAIR9_LIN_SRC9999_CLASSCOND_min_class_source_proxy_sq1p000_pq0p02_cor0,min_class_source_proxy,1.0,0.02,False,1200,3200,0.037383176386356354,True,0.2941666666666667,0.02666666666666667,26.75,False,False,0.06166666666666667,0.43243243243243246,1200,321
satrepair9,phase1_adv3b02_satrepair9_rx20_1_u10_20260702,SATREPAIR9_LIN_SRC9999,SATREPAIR9_LIN_SRC9999_CLASSCOND_min_class_source_proxy_sq1p000_pq0p02_cor1,min_class_source_proxy,1.0,0.02,True,403,3200,0.037383176386356354,True,0.2941666666666667,0.02666666666666667,26.75,False,False,0.06166666666666667,0.43243243243243246,1200,321
satrepair9,phase1_adv3b02_satrepair9_rx20_1_u10_20260702,SATREPAIR9_LIN_SRC9999,SATREPAIR9_LIN_SRC9999_CLASSCOND_min_class_source_proxy_sq1p000_pq0p05_cor0,min_class_source_proxy,1.0,0.05,False,1200,3200,0.06542056053876877,False,0.2941666666666667,0.049166666666666664,24.500000000000004,False,False,0.1175,0.41843971631205673,1200,321
satrepair9,phase1_adv3b02_satrepair9_rx20_1_u10_20260702,SATREPAIR9_LIN_SRC9999,SATREPAIR9_LIN_SRC9999_CLASSCOND_min_class_source_proxy_sq1p000_pq0p05_cor1,min_class_source_proxy,1.0,0.05,True,403,3200,0.06542056053876877,False,0.2941666666666667,0.049166666666666664,24.500000000000004,False,False,0.1175,0.41843971631205673,1200,321
satrepair9,phase1_adv3b02_satrepair9_rx20_1_u10_20260702,SATREPAIR9_LIN_SRC9999,SATREPAIR9_LIN_SRC9999_CLASSCOND_min_class_source_proxy_sq1p000_pq0p10_cor0,min_class_source_proxy,1.0,0.1,False,1200,3200,0.08411215245723724,False,0.2941666666666667,0.07083333333333333,22.333333333333336,False,False,0.19083333333333333,0.37117903930131,1200,321
satrepair9,phase1_adv3b02_satrepair9_rx20_1_u10_20260702,SATREPAIR9_LIN_SRC9999,SATREPAIR9_LIN_SRC9999_CLASSCOND_min_class_source_proxy_sq1p000_pq0p10_cor1,min_class_source_proxy,1.0,0.1,True,403,3200,0.08411215245723724,False,0.2941666666666667,0.07083333333333333,22.333333333333336,False,False,0.19083333333333333,0.37117903930131,1200,321
satrepair9,phase1_adv3b02_satrepair9_rx20_1_u10_20260702,SATREPAIR9_LIN_SRC9999,SATREPAIR9_LIN_SRC9999_CLASSCOND_proxy_class_far_sq0p999_pq0p02_cor0,proxy_class_far,0.999,0.02,False,1200,3200,0.037383176386356354,True,0.2941666666666667,0.02666666666666667,26.75,False,False,0.06166666666666667,0.43243243243243246,1200,321
satrepair9,phase1_adv3b02_satrepair9_rx20_1_u10_20260702,SATREPAIR9_LIN_SRC9999,SATREPAIR9_LIN_SRC9999_CLASSCOND_proxy_class_far_sq0p999_pq0p02_cor1,proxy_class_far,0.999,0.02,True,403,3200,0.037383176386356354,True,0.2941666666666667,0.02666666666666667,26.75,False,False,0.06166666666666667,0.43243243243243246,1200,321
satrepair9,phase1_adv3b02_satrepair9_rx20_1_u10_20260702,SATREPAIR9_LIN_SRC9999,SATREPAIR9_LIN_SRC9999_CLASSCOND_proxy_class_far_sq0p999_pq0p05_cor0,proxy_class_far,0.999,0.05,False,1200,3200,0.06542056053876877,False,0.2941666666666667,0.049166666666666664,24.500000000000004,False,False,0.11833333333333333,0.4154929577464789,1200,321
satrepair9,phase1_adv3b02_satrepair9_rx20_1_u10_20260702,SATREPAIR9_LIN_SRC9999,SATREPAIR9_LIN_SRC9999_CLASSCOND_proxy_class_far_sq0p999_pq0p05_cor1,proxy_class_far,0.999,0.05,True,403,3200,0.06542056053876877,False,0.2941666666666667,0.049166666666666664,24.500000000000004,False,False,0.11833333333333333,0.4154929577464789,1200,321
satrepair9,phase1_adv3b02_satrepair9_rx20_1_u10_20260702,SATREPAIR9_LIN_SRC9999,SATREPAIR9_LIN_SRC9999_CLASSCOND_proxy_class_far_sq0p999_pq0p10_cor0,proxy_class_far,0.999,0.1,False,1200,3200,0.08411215245723724,False,0.2941666666666667,0.07083333333333333,22.333333333333336,False,False,0.1925,0.36796536796536794,1200,321
satrepair9,phase1_adv3b02_satrepair9_rx20_1_u10_20260702,SATREPAIR9_LIN_SRC9999,SATREPAIR9_LIN_SRC9999_CLASSCOND_proxy_class_far_sq0p999_pq0p10_cor1,proxy_class_far,0.999,0.1,True,403,3200,0.08411215245723724,False,0.2941666666666667,0.07083333333333333,22.333333333333336,False,False,0.1925,0.36796536796536794,1200,321
satrepair9,phase1_adv3b02_satrepair9_rx20_1_u10_20260702,SATREPAIR9_LIN_SRC9999,SATREPAIR9_LIN_SRC9999_CLASSCOND_proxy_class_far_sq1p000_pq0p02_cor0,proxy_class_far,1.0,0.02,False,1200,3200,0.037383176386356354,True,0.2941666666666667,0.02666666666666667,26.75,False,False,0.06166666666666667,0.43243243243243246,1200,321
satrepair9,phase1_adv3b02_satrepair9_rx20_1_u10_20260702,SATREPAIR9_LIN_SRC9999,SATREPAIR9_LIN_SRC9999_CLASSCOND_proxy_class_far_sq1p000_pq0p02_cor1,proxy_class_far,1.0,0.02,True,403,3200,0.037383176386356354,True,0.2941666666666667,0.02666666666666667,26.75,False,False,0.06166666666666667,0.43243243243243246,1200,321
satrepair9,phase1_adv3b02_satrepair9_rx20_1_u10_20260702,SATREPAIR9_LIN_SRC9999,SATREPAIR9_LIN_SRC9999_CLASSCOND_proxy_class_far_sq1p000_pq0p05_cor0,proxy_class_far,1.0,0.05,False,1200,3200,0.06542056053876877,False,0.2941666666666667,0.049166666666666664,24.500000000000004,False,False,0.11833333333333333,0.4154929577464789,1200,321
satrepair9,phase1_adv3b02_satrepair9_rx20_1_u10_20260702,SATREPAIR9_LIN_SRC9999,SATREPAIR9_LIN_SRC9999_CLASSCOND_proxy_class_far_sq1p000_pq0p05_cor1,proxy_class_far,1.0,0.05,True,403,3200,0.06542056053876877,False,0.2941666666666667,0.049166666666666664,24.500000000000004,False,False,0.11833333333333333,0.4154929577464789,1200,321
satrepair9,phase1_adv3b02_satrepair9_rx20_1_u10_20260702,SATREPAIR9_LIN_SRC9999,SATREPAIR9_LIN_SRC9999_CLASSCOND_proxy_class_far_sq1p000_pq0p10_cor0,proxy_class_far,1.0,0.1,False,1200,3200,0.08411215245723724,False,0.2941666666666667,0.07083333333333333,22.333333333333336,False,False,0.1925,0.36796536796536794,1200,321
satrepair9,phase1_adv3b02_satrepair9_rx20_1_u10_20260702,SATREPAIR9_LIN_SRC9999,SATREPAIR9_LIN_SRC9999_CLASSCOND_proxy_class_far_sq1p000_pq0p10_cor1,proxy_class_far,1.0,0.1,True,403,3200,0.08411215245723724,False,0.2941666666666667,0.07083333333333333,22.333333333333336,False,False,0.1925,0.36796536796536794,1200,321
satrepair9,phase1_adv3b02_satrepair9_rx20_1_u10_20260702,SATREPAIR9_LIN_SRC9999,SATREPAIR9_LIN_SRC9999_CLASSCOND_source_class_accept_sq0p999_pq0p02_cor0,source_class_accept,0.999,0.02,False,1200,3200,0.9563862681388855,False,0.2941666666666667,0.29,0.41666666666667074,True,False,0.9625,0.3012987012987013,1200,321
satrepair9,phase1_adv3b02_satrepair9_rx20_1_u10_20260702,SATREPAIR9_LIN_SRC9999,SATREPAIR9_LIN_SRC9999_CLASSCOND_source_class_accept_sq0p999_pq0p02_cor1,source_class_accept,0.999,0.02,True,403,3200,0.9190031290054321,False,0.2941666666666667,0.28583333333333333,0.8333333333333359,True,False,0.9516666666666667,0.30035026269702275,1200,321
satrepair9,phase1_adv3b02_satrepair9_rx20_1_u10_20260702,SATREPAIR9_LIN_SRC9999,SATREPAIR9_LIN_SRC9999_CLASSCOND_source_class_accept_sq0p999_pq0p05_cor0,source_class_accept,0.999,0.05,False,1200,3200,0.9563862681388855,False,0.2941666666666667,0.29,0.41666666666667074,True,False,0.9625,0.3012987012987013,1200,321
satrepair9,phase1_adv3b02_satrepair9_rx20_1_u10_20260702,SATREPAIR9_LIN_SRC9999,SATREPAIR9_LIN_SRC9999_CLASSCOND_source_class_accept_sq0p999_pq0p05_cor1,source_class_accept,0.999,0.05,True,403,3200,0.9190031290054321,False,0.2941666666666667,0.28583333333333333,0.8333333333333359,True,False,0.9516666666666667,0.30035026269702275,1200,321
satrepair9,phase1_adv3b02_satrepair9_rx20_1_u10_20260702,SATREPAIR9_LIN_SRC9999,SATREPAIR9_LIN_SRC9999_CLASSCOND_source_class_accept_sq0p999_pq0p10_cor0,source_class_accept,0.999,0.1,False,1200,3200,0.9563862681388855,False,0.2941666666666667,0.29,0.41666666666667074,True,False,0.9625,0.3012987012987013,1200,321
satrepair9,phase1_adv3b02_satrepair9_rx20_1_u10_20260702,SATREPAIR9_LIN_SRC9999,SATREPAIR9_LIN_SRC9999_CLASSCOND_source_class_accept_sq0p999_pq0p10_cor1,source_class_accept,0.999,0.1,True,403,3200,0.9190031290054321,False,0.2941666666666667,0.28583333333333333,0.8333333333333359,True,False,0.9516666666666667,0.30035026269702275,1200,321
satrepair9,phase1_adv3b02_satrepair9_rx20_1_u10_20260702,SATREPAIR9_LIN_SRC9999,SATREPAIR9_LIN_SRC9999_CLASSCOND_source_class_accept_sq1p000_pq0p02_cor0,source_class_accept,1.0,0.02,False,1200,3200,0.9595015645027161,False,0.2941666666666667,0.29,0.41666666666667074,True,False,0.9641666666666666,0.30077787381158166,1200,321
satrepair9,phase1_adv3b02_satrepair9_rx20_1_u10_20260702,SATREPAIR9_LIN_SRC9999,SATREPAIR9_LIN_SRC9999_CLASSCOND_source_class_accept_sq1p000_pq0p02_cor1,source_class_accept,1.0,0.02,True,403,3200,0.9252336621284485,False,0.2941666666666667,0.28583333333333333,0.8333333333333359,True,False,0.9533333333333334,0.29982517482517484,1200,321
satrepair9,phase1_adv3b02_satrepair9_rx20_1_u10_20260702,SATREPAIR9_LIN_SRC9999,SATREPAIR9_LIN_SRC9999_CLASSCOND_source_class_accept_sq1p000_pq0p05_cor0,source_class_accept,1.0,0.05,False,1200,3200,0.9595015645027161,False,0.2941666666666667,0.29,0.41666666666667074,True,False,0.9641666666666666,0.30077787381158166,1200,321
satrepair9,phase1_adv3b02_satrepair9_rx20_1_u10_20260702,SATREPAIR9_LIN_SRC9999,SATREPAIR9_LIN_SRC9999_CLASSCOND_source_class_accept_sq1p000_pq0p05_cor1,source_class_accept,1.0,0.05,True,403,3200,0.9252336621284485,False,0.2941666666666667,0.28583333333333333,0.8333333333333359,True,False,0.9533333333333334,0.29982517482517484,1200,321
satrepair9,phase1_adv3b02_satrepair9_rx20_1_u10_20260702,SATREPAIR9_LIN_SRC9999,SATREPAIR9_LIN_SRC9999_CLASSCOND_source_class_accept_sq1p000_pq0p10_cor0,source_class_accept,1.0,0.1,False,1200,3200,0.9595015645027161,False,0.2941666666666667,0.29,0.41666666666667074,True,False,0.9641666666666666,0.30077787381158166,1200,321
